Bankrupt?, Persistent EPS in the Last Four Seasons, Operating Profit Growth Rate, Total Asset Growth Rate, Cash Reinvestment %, Debt ratio %, Inventory Turnover Rate (times), Current Liability to Assets, Total income/Total expense, Equity to Long-term Liability, Cash Flow to Equity, Current Liability to Current Assets, Gross Profit to Sales, Equity to Liability
0,0.212914815,0.848178819,6160000000.0,0.382670169,0.10656952,0.000106619,0.069166166,0.00221748,0.11357108,0.316477361,0.028901672,0.600577558,0.035464109
0,0.226434717,0.84816402,723000000.0,0.383024105,0.089639326,0.000123624,0.027638023,0.002569822,0.119471451,0.311871814,0.015553133,0.6046829,0.042646425
0,0.223787463,0.848020923,830000000.0,0.387662531,0.099071863,8940000000.0,0.053385356,0.002289993,0.1184197,0.314555262,0.025812849,0.621768958,0.038353747
0,0.220194762,0.848274778,7030000000.0,0.3757591,0.061281253,6520000000.0,0.038761655,0.002551771,0.113682405,0.314486884,0.04629123,0.606524037,0.06294023
0,0.233052851,0.848079849,6960000000.0,0.38119854,0.078725398,6900000000.0,0.044637378,0.002360951,0.115982988,0.314173995,0.018156638,0.618451696,0.048821928
0,0.220005673,0.848046828,6340000000.0,0.386908088,0.141336881,0.000277056,0.087413141,0.002318045,0.122290519,0.314693394,0.040083663,0.598344964,0.025953223
0,0.217452964,0.847986149,6250000000.0,0.378497448,0.077485866,40300000.0,0.054771596,0.002242858,0.111816398,0.315775233,0.021936861,0.636255941,0.049622455
0,0.219343859,0.848007842,6460000000.0,0.379382288,0.096350939,0.000141967,0.012548281,0.002293048,0.110933234,0.31234026,0.010940728,0.622177191,0.039507005
0,0.225394724,0.848078496,6560000000.0,0.386777691,0.100734649,0.000156107,0.068526104,0.002322076,0.110933234,0.320216463,0.018612943,0.607441437,0.037680086
0,0.223220195,0.848575123,5750000000.0,0.387429678,0.146506636,0.000137955,0.07763949,0.00226913,0.124068109,0.314851097,0.040394784,0.618933171,0.024914605
0,0.21896568,0.848081555,6900000000.0,0.386665922,0.193034435,0.000147126,0.148790999,0.002245935,0.122590321,0.316243871,0.055242675,0.60950797,0.018005125
0,0.221896568,0.848112282,6140000000.0,0.390736187,0.194515827,0.000145024,0.147142955,0.002274344,0.126350473,0.314705798,0.050170651,0.602951508,0.017839201
0,0.203554883,0.84676991,5490000000.0,0.380760776,0.146748496,6740000000.0,0.044651633,0.002098267,0.124437102,0.314837673,0.04550392,0.611760575,0.024868729
0,0.224260187,0.848041499,6580000000.0,0.384495734,0.092057925,0.000246675,0.066073203,0.002284709,0.113637687,0.3141851,0.051481376,0.62654338,0.041464966
0,0.228420157,0.848040122,6640000000.0,0.390475392,0.03609759,896000000.0,0.038373351,0.002505647,0.110933234,0.313953509,0.013393307,0.609732635,0.104842365
0,0.220572941,0.847999442,5980000000.0,0.386423755,0.089578861,6020000000.0,0.049464084,0.00236163,0.114779314,0.312596553,0.018802183,0.602027036,0.0426819
1,0.177838707,0.84845506,654000000.0,0.369136768,0.219608792,0.000128401,0.198285095,0.002083504,0.113571113,0.309716168,0.065815853,0.599110129,0.015348595
1,0.202514891,0.848122635,6430000000.0,0.370291718,0.228890165,0.000116172,0.141036558,0.002162379,0.130978633,0.316005968,0.12488271,0.599983644,0.014561571
0,0.21102392,0.848101565,567000000.0,0.382455944,0.208241376,0.000164323,0.144464756,0.002230174,0.114574876,0.314250138,0.082666072,0.618863898,0.016403931
0,0.225394724,0.848021065,6960000000.0,0.37847882,0.116848565,0.000275336,0.088027511,0.002348642,0.116431127,0.314051052,0.033441832,0.601169105,0.032085741
0,0.218209322,0.841390553,6760000000.0,0.381068142,0.06233939,0.000297692,0.062985232,0.002269939,0.110933234,0.312978148,0.025690359,0.603473885,0.061886603
0,0.218682046,0.848026288,6140000000.0,0.376550799,0.124104363,0.000253363,0.107973141,0.002259819,0.113858197,0.314609647,0.027009776,0.599106615,0.030023557
0,0.213576629,0.848010112,751000000.0,0.375777728,0.122622971,0.00017101,0.026824926,0.00231643,0.126893762,0.314567046,0.043569973,0.614277214,0.030431234
0,0.209794838,0.848223369,7460000000.0,0.379633769,0.139281071,5270000000.0,0.0668864,0.002185512,0.123413097,0.31590955,0.047146168,0.622697745,0.026387357
0,0.2149948,0.847988184,6180000000.0,0.378860698,0.147201983,812000000.0,0.066789899,0.002241368,0.121453013,0.313047165,0.030711116,0.607041508,0.024780878
0,0.215372979,0.848183325,6050000000.0,0.379475429,0.095383499,0.000120949,0.036910939,0.002246707,0.116140764,0.313142716,0.015303614,0.600876397,0.03993517
0,0.212253002,0.847911507,5990000000.0,0.379484743,0.08008586,0.00015133,0.031842533,0.002295431,0.117170462,0.314751487,0.017390013,0.598440277,0.047959942
0,0.221612934,0.848072308,7940000000.0,0.386135017,0.118874142,8410000000.0,0.062031959,0.002293237,0.121134085,0.314643584,0.034282255,0.625326635,0.031485359
0,0.220667486,0.847956622,7220000000.0,0.375656645,0.06902077,6520000000.0,0.049789358,0.002513785,0.113433974,0.314936619,0.052989493,0.604409972,0.055857782
0,0.225489269,0.847998431,6770000000.0,0.377975858,0.08664631,6130000000.0,0.06116038,0.002300537,0.115015468,0.316789254,0.025041042,0.618177809,0.044195081
0,0.228325612,0.8482067,6830000000.0,0.384244253,0.137981074,0.000198907,0.104974926,0.002420103,0.11823312,0.315083273,0.047820571,0.600343193,0.026673956
0,0.222842016,0.848083614,7160000000.0,0.383741291,0.091150951,4780000000.0,0.070218037,0.00225333,0.1121401,0.314531878,0.027989221,0.635717638,0.041905813
0,0.220572941,0.848073532,6440000000.0,0.378748929,0.094234665,0.000164514,0.010947135,0.002307992,0.110933234,0.313063987,0.013788045,0.624317901,0.040449897
0,0.222842016,0.84809019,6720000000.0,0.382558399,0.099676512,0.000224511,0.067677077,0.002298718,0.110933234,0.314538153,0.017567908,0.608863792,0.038105212
0,0.225772903,0.848090354,6430000000.0,0.386861518,0.14194153,0.00012821,0.083577917,0.002270799,0.121344486,0.315666111,0.040686295,0.620940727,0.025829305
0,0.219532949,0.84799549,7210000000.0,0.37183786,0.201106509,0.000150374,0.1547353,0.002259442,0.124274554,0.302722319,0.05379309,0.61020212,0.017125137
0,0.218492956,0.848027323,6000000000.0,0.38564137,0.184660036,0.000146553,0.148863536,0.00226804,0.121763041,0.313410109,0.051783386,0.6045643,0.01899811
0,0.212442091,0.848444308,6400000000.0,0.379736224,0.15421592,8330000000.0,0.061828918,0.002183842,0.123163289,0.314498719,0.071173171,0.619402912,0.023491356
0,0.223882008,0.848061968,6410000000.0,0.384197683,0.091604438,0.000332658,0.074449813,0.002283234,0.11197175,0.315043261,0.057507852,0.626413326,0.041680209
0,0.221612934,0.848026147,7480000000.0,0.382362803,0.051848717,9520000000.0,0.054898495,0.00234534,0.110933234,0.315678315,0.019789517,0.609287662,0.074265998
0,0.221896568,0.848127658,7060000000.0,0.38156179,0.093902107,577000000.0,0.066617814,0.002379095,0.112523244,0.314658902,0.027016807,0.603586316,0.040601054
1,0.200151272,0.848115941,5960000000.0,0.377938601,0.21035765,7150000000.0,0.089798443,0.002028516,0.149144335,0.314457557,0.086458323,0.596946466,0.016198909
1,0.206013047,0.848153738,5470000000.0,0.376178235,0.235299453,0.000209989,0.201894138,0.002196441,0.120854332,0.314676264,0.09480622,0.597393771,0.014054216
1,0.084239387,0.847568729,7230000000.0,0.327158079,0.321371346,0.000504242,0.252297963,0.002003273,0.025851085,0.24044999,0.065285749,0.601857115,0.00917817
1,0.175002364,0.847974856,4670000000.0,0.365942029,0.221452973,0.000147699,0.198480138,0.002107568,0.110933234,0.308228078,0.083357788,0.595993936,0.015185546
0,0.215656613,0.848094625,6170000000.0,0.378916583,0.202859993,0.000173685,0.112883313,0.002234856,0.121266295,0.314207597,0.065772709,0.618083746,0.016943025
0,0.22095112,0.848035487,6320000000.0,0.374538952,0.141548508,0.000180564,0.114493576,0.002282743,0.116323447,0.31502907,0.041568851,0.60073702,0.025912547
0,0.215089345,0.848134904,6140000000.0,0.379754853,0.041630136,0.00027247,0.038401773,0.00223773,0.110933234,0.314636997,0.015794181,0.604632491,0.091710054
0,0.218871135,0.847989725,5910000000.0,0.381058828,0.122411343,0.000314506,0.076037075,0.002192329,0.118507409,0.315476729,0.019877914,0.597944089,0.030485744
0,0.210551196,0.848372971,6010000000.0,0.376634626,0.116213683,0.000205404,0.027309642,0.002268437,0.124652484,0.314592771,0.040150421,0.610471774,0.032276295
0,0.21698024,0.848289671,67600000.0,0.37748221,0.152099646,0.000111587,0.074733074,0.002258968,0.125170243,0.315170058,0.044582633,0.619044363,0.023865991
0,0.210645741,0.848010536,652000000.0,0.375451734,0.158388004,9250000000.0,0.089336666,0.002195138,0.119189499,0.31161782,0.045108807,0.605933585,0.022774349
0,0.215751158,0.848006924,6520000000.0,0.377752319,0.100553255,0.000122096,0.044979554,0.002265075,0.115758838,0.316984529,0.015501967,0.600731528,0.037747762
0,0.20884939,0.847497946,6340000000.0,0.376560113,0.0857998,0.000125726,0.065032002,0.002062391,0.113018671,0.316577607,0.028551561,0.595122147,0.044640214
0,0.222558381,0.848022947,6490000000.0,0.380388212,0.113311364,7660000000.0,0.045633441,0.002271218,0.122509699,0.314313221,0.021639194,0.620394227,0.03318426
0,0.218114777,0.848500187,6250000000.0,0.375386536,0.065423104,6190000000.0,0.031556182,0.002430834,0.115230355,0.312395883,0.038189267,0.604102763,0.058971162
0,0.220100217,0.848123246,7690000000.0,0.381254424,0.140006651,0.000102033,0.057609156,0.002256828,0.126718359,0.315615763,0.02377858,0.612426531,0.026233588
0,0.234943746,0.848049239,6090000000.0,0.383862375,0.102790459,0.000197761,0.076695831,0.002553258,0.115703332,0.313236833,0.033278508,0.600633493,0.036870926
0,0.225772903,0.848085649,6490000000.0,0.384132484,0.082081204,5410000000.0,0.060743851,0.002268783,0.110933234,0.314489932,0.025423652,0.636780633,0.046764118
0,0.219816583,0.848002231,6510000000.0,0.380462725,0.098497445,0.000185341,0.015602396,0.002293074,0.110933234,0.314711389,0.017516192,0.623983014,0.038593594
0,0.236078283,0.848048592,6880000000.0,0.380155359,0.0941742,0.000208652,0.063456224,0.002365603,0.110933234,0.316690489,0.013881632,0.608862396,0.040479512
0,0.227569254,0.848069367,6440000000.0,0.385669312,0.129032258,0.000153049,0.099759021,0.002292506,0.113790152,0.315630299,0.0453153,0.619325683,0.028753559
0,0.218587501,0.847998748,6560000000.0,0.373775195,0.196662333,8900000000.0,0.111648055,0.002251912,0.134644988,0.309420761,0.03833142,0.607539012,0.01760103
0,0.226907441,0.84801783,6980000000.0,0.379168064,0.182060042,0.000158208,0.156505135,0.002326798,0.118746523,0.314011749,0.055803156,0.603895923,0.01932684
0,0.216885695,0.847875074,6220000000.0,0.376932678,0.156664752,8390000000.0,0.065067198,0.00225382,0.122622174,0.314070449,0.07886108,0.618809225,0.023065359
0,0.232485582,0.848065544,6370000000.0,0.382539771,0.089337002,0.000428195,0.080245887,0.002344596,0.110933234,0.315179484,0.039145257,0.625595774,0.042796436
0,0.223598374,0.848015994,6260000000.0,0.389963116,0.040058046,9520000000.0,0.030035978,0.002369599,0.11235668,0.320371441,0.00975795,0.607160758,0.095087239
0,0.223692919,0.84795261,7010000000.0,0.381235796,0.071862624,5560000000.0,0.036076505,0.002417257,0.112466006,0.315129882,0.016984429,0.602867368,0.053610323
1,0.198354921,0.848078355,6840000000.0,0.337384971,0.185083291,0.000205977,0.171664967,0.002152243,0.111932119,0.314460307,0.043946134,0.604012274,0.018947709
0,0.216507516,0.848181713,550000000.0,0.386479639,0.199232095,0.000172921,0.072884397,0.002168588,0.133713867,0.314050112,0.047479383,0.617865417,0.017323836
0,0.21896568,0.848039334,5880000000.0,0.38412317,0.138918282,0.000185914,0.107996408,0.002260198,0.116721756,0.314492979,0.039735745,0.597901361,0.026470938
0,0.215467524,0.847970538,6590000000.0,0.381980925,0.048704538,0.000277056,0.041383196,0.002242248,0.110933234,0.315866901,0.014473292,0.605289263,0.078900322
0,0.211118465,0.847886473,6890000000.0,0.372732014,0.147020588,0.000231772,0.134181418,0.002195032,0.113028869,0.314625627,0.031532452,0.596259442,0.02481635
0,0.220856576,0.84779735,6510000000.0,0.378590589,0.130211325,0.000216295,0.029607174,0.002311605,0.127674322,0.313908543,0.042775646,0.606214993,0.028463617
0,0.215845703,0.847987996,7020000000.0,0.377556723,0.159688001,661000000.0,0.113477134,0.002239141,0.119419456,0.315939233,0.065233995,0.619860736,0.022562823
0,0.211402099,0.84771312,6330000000.0,0.378497448,0.161108928,0.000130312,0.061472423,0.002240798,0.126510422,0.313622484,0.034115333,0.60154655,0.022328747
0,0.214427531,0.84791233,6570000000.0,0.378804814,0.112706715,0.000138337,0.054738923,0.002214404,0.11524924,0.317984781,0.016790119,0.598897642,0.033376274
0,0.209983927,0.848025723,6290000000.0,0.376178235,0.091936995,0.000189353,0.086005072,0.002074156,0.110933234,0.315655895,0.031274126,0.592498949,0.041526973
0,0.228892881,0.848080331,6540000000.0,0.387131627,0.104181153,7640000000.0,0.05306934,0.002315932,0.119421629,0.314643131,0.022905322,0.620449553,0.036346483
0,0.229176515,0.849285936,6320000000.0,0.377761633,0.059255676,6190000000.0,0.031161069,0.002454992,0.114243734,0.314768261,0.03500276,0.602779622,0.065110879
0,0.218871135,0.848011053,5830000000.0,0.386582095,0.12528343,9150000000.0,0.064610143,0.002250929,0.12146836,0.316201774,0.026094741,0.609669987,0.029715376
0,0.22709653,0.848003877,5240000000.0,0.38804441,0.110681138,0.000248968,0.061969362,0.00246822,0.119439615,0.314551962,0.027936384,0.596777979,0.034046443
0,0.232485582,0.848050851,6530000000.0,0.384747215,0.093025365,571000000.0,0.069425255,0.002287885,0.111435442,0.314708318,0.032017075,0.637605477,0.041011104
0,0.2149948,0.848018312,5410000000.0,0.378944525,0.047827796,0.000210754,0.012125745,0.002237972,0.110933234,0.31479024,0.015488317,0.620526368,0.080288803
0,0.224165642,0.848013736,5820000000.0,0.369975038,0.091453276,0.000203684,0.060808444,0.002353544,0.110933234,0.3081705,0.01468576,0.602848219,0.041761066
0,0.229554694,0.848017818,5820000000.0,0.39373533,0.120778789,0.000119994,0.097805879,0.002317477,0.112568489,0.314718973,0.040005462,0.61957469,0.030939423
0,0.223692919,0.848046545,6720000000.0,0.379093551,0.195815824,0.000100695,0.09820853,0.002272696,0.135732159,0.315256576,0.035018718,0.605180714,0.01769655
0,0.228609246,0.848040205,5880000000.0,0.386190902,0.160987998,0.000201582,0.147372098,0.002345796,0.114366775,0.310929865,0.048467683,0.602679142,0.022350515
0,0.219343859,0.847995678,6680000000.0,0.375703215,0.159325211,9100000000.0,0.051896277,0.002290731,0.126384521,0.312846154,0.06634848,0.615927407,0.022621556
0,0.231351045,0.84804551,6450000000.0,0.381375508,0.070804487,0.000433927,0.059386616,0.002343222,0.110933234,0.313863398,0.030768726,0.622915785,0.054415661
0,0.220100217,0.848019253,96900000.0,0.381207854,0.09211839,0.000140821,0.029666184,0.002348308,0.120327985,0.315982335,0.012010778,0.60575412,0.041442091
0,0.221802023,0.84782863,664000000.0,0.372815841,0.081385857,4240000000.0,0.043963122,0.00238009,0.112408792,0.314637864,0.018274974,0.601086231,0.047172597
1,0.22511109,0.84807205,6820000000.0,0.385417831,0.19176467,7030000000.0,0.137855301,0.002291123,0.121016945,0.313341666,0.048736567,0.604856382,0.018150152
1,0.214616621,0.84834869,6610000000.0,0.376401773,0.196390241,0.000199862,0.061768143,0.002243898,0.140326756,0.31570283,0.078173593,0.597653861,0.017633492
0,0.237590999,0.848017324,7490000000.0,0.377417011,0.134564803,8690000000.0,0.036341504,0.002639494,0.128017162,0.315654154,0.039598998,0.607321095,0.027434088
0,0.252434528,0.848055792,7030000000.0,0.38172013,0.131662485,8750000000.0,0.053801758,0.002599172,0.12357986,0.315088072,0.040102735,0.606115649,0.028115753
0,0.208093032,0.847838241,739000000.0,0.375889497,0.09369048,0.000209989,0.040727287,0.00221301,0.117222125,0.309715601,0.041838666,0.595770104,0.04070064
0,0.201096719,0.847797103,6420000000.0,0.376541485,0.14801826,0.000188398,0.099532629,0.002109033,0.110933234,0.313952273,0.056694701,0.595660459,0.0246243
0,0.220383852,0.848090272,7030000000.0,0.377836146,0.115336941,9400000000.0,0.080361392,0.002288545,0.115134061,0.314371255,0.027984906,0.60389427,0.032550096
0,0.211496644,0.847877415,5780000000.0,0.373579598,0.027360401,0.000162985,0.021157637,0.002180106,0.110933234,0.315431417,0.010435626,0.595063537,0.134800925
0,0.216129337,0.847959857,643000000.0,0.381682873,0.048553375,0.000160501,0.025814575,0.002253104,0.110933234,0.315738404,0.013358818,0.598575492,0.079164708
0,0.230594687,0.848114611,7170000000.0,0.384542305,0.063911479,0.00025107,0.055182202,0.002691793,0.112598022,0.314444963,0.02922454,0.604642024,0.060363648
0,0.217074785,0.847940117,5870000000.0,0.377426325,0.061190555,0.000138146,0.042873577,0.002265522,0.110933234,0.305677468,0.01885952,0.601461155,0.063048887
0,0.215940248,0.848071673,8980000000.0,0.380546552,0.141608973,0.000284508,0.041908898,0.002357819,0.1240147,0.318249359,0.030226003,0.603234506,0.025899989
0,0.216696606,0.8479326,6810000000.0,0.376066465,0.110771835,82900000.0,0.042367167,0.002306036,0.120538978,0.307928629,0.027024324,0.600367785,0.034009748
0,0.217831143,0.848091895,684000000.0,0.3742409,0.104362548,9670000000.0,0.088798538,0.002285664,0.111827083,0.318816077,0.02895447,0.605407816,0.036275918
0,0.181431408,0.847561753,6010000000.0,0.363175739,0.138011307,0.000153241,0.138559251,0.00192155,0.110933234,0.315001499,0.085845726,0.586266886,0.02666192
0,0.208282122,0.847994996,7190000000.0,0.383527067,0.153701968,0.000235402,0.091330265,0.002212008,0.12327144,0.316746414,0.052088237,0.606677665,0.023583315
0,0.20487851,0.847242468,6720000000.0,0.377035133,0.115609033,0.000138337,0.050257335,0.002077176,0.117688423,0.318116311,0.029918535,0.594641021,0.032463577
0,0.218776591,0.847993796,6220000000.0,0.382185835,0.077032379,0.000184194,0.055182407,0.002301104,0.113605698,0.314037846,0.02171361,0.60630268,0.049928016
0,0.221045665,0.847928612,9910000000.0,0.403487202,0.092571878,0.000169482,0.096883854,0.002867568,0.111013502,0.329372034,0.020617976,0.604022267,0.041220454
0,0.221802023,0.848020712,9600000000.0,0.387709102,0.088671887,0.000144451,0.008558671,0.003076304,0.120673747,0.298364556,0.003688398,0.613312993,0.043138683
0,0.247234566,0.848182184,7530000000.0,0.377444954,0.139069444,6040000000.0,0.059885181,0.002612905,0.125142835,0.315054782,0.047203667,0.605128169,0.026438018
0,0.241278245,0.847944681,7240000000.0,0.370077493,0.124346222,8010000000.0,0.094378493,0.002640555,0.116350808,0.317384932,0.056640465,0.602869756,0.029960292
0,0.22908197,0.848024747,7400000000.0,0.389413584,0.083109109,0.000215148,0.059655746,0.00252386,0.114816312,0.322910786,0.019792283,0.605355217,0.046160025
0,0.231161955,0.848030958,8160000000.0,0.377780262,0.144904314,0.000237504,0.116358789,0.002347189,0.117661845,0.314444556,0.036338589,0.605645072,0.025232932
0,0.226623806,0.848011877,6160000000.0,0.381161283,0.08676724,3230000000.0,0.056799721,0.002370787,0.112591977,0.314672761,0.015586978,0.611912998,0.044123749
0,0.237780089,0.848012077,6550000000.0,0.382055438,0.111376485,6800000000.0,0.094030563,0.002396913,0.114288874,0.314938778,0.023405032,0.610420569,0.033815308
0,0.212442091,0.847976185,6320000000.0,0.370906449,0.107446262,0.000190118,0.107410662,0.002212824,0.110933234,0.315121397,0.037000453,0.60037144,0.035155797
1,0.207809398,0.846241886,5820000000.0,0.377081703,0.162046135,9310000000.0,0.096948028,0.002140814,0.118559018,0.314814723,0.057153439,0.597307971,0.022178574
0,0.243830954,0.848099718,6920000000.0,0.381887784,0.120174139,0.000132605,0.038302291,0.002747096,0.124129085,0.314312101,0.026210322,0.605800136,0.031111722
0,0.237023731,0.848106671,6950000000.0,0.378925897,0.1311183,0.000114835,0.032241354,0.002548938,0.126909981,0.314624712,0.024172763,0.605813842,0.02824509
0,0.217074785,0.848135857,6380000000.0,0.37696062,0.088490492,0.00017101,0.030846631,0.002303263,0.117726088,0.313426186,0.017211889,0.601972621,0.043219622
0,0.212063912,0.848168255,5840000000.0,0.378460191,0.151162439,0.000192411,0.043803698,0.002231578,0.121421568,0.314245147,0.023873134,0.598495788,0.024036294
0,0.226718351,0.847991972,9360000000.0,0.376783652,0.144511292,0.000112351,0.062648915,0.002407912,0.124931539,0.326651794,0.01902561,0.603529258,0.02531018
0,0.221045665,0.84803784,6730000000.0,0.377761633,0.063216132,0.00018515,0.05236862,0.002455015,0.110933234,0.312947527,0.021247741,0.601918179,0.061038819
0,0.211307554,0.848133869,6630000000.0,0.376345889,0.109562536,0.000203493,0.049254014,0.0021894,0.116699599,0.314134938,0.017104794,0.597713166,0.034416055
0,0.219911128,0.847991055,6500000000.0,0.380006334,0.091936995,0.000323296,0.086068734,0.002421963,0.112602901,0.314435163,0.041651872,0.600455562,0.041522366
0,0.241845514,0.848081814,6930000000.0,0.379847994,0.068839375,0.000201391,0.055580099,0.002490646,0.110933234,0.313897114,0.014958169,0.604396435,0.056004525
0,0.204783965,0.847975185,5620000000.0,0.380825975,0.201771624,0.000269222,0.062578466,0.002103731,0.135766341,0.314417527,0.047515907,0.598703149,0.017057834
0,0.220289307,0.848013771,6690000000.0,0.37716553,0.079118421,0.000134324,0.012093153,0.00248062,0.118238363,0.314282331,0.011182431,0.601595312,0.04857047
0,0.221612934,0.848146057,5920000000.0,0.379009724,0.087764912,0.000111013,0.044694556,0.00230954,0.114905644,0.31148844,0.015444821,0.605570177,0.043609135
0,0.2149948,0.848044475,5890000000.0,0.376569427,0.106176497,0.000117319,0.094333733,0.002236327,0.111279529,0.314639621,0.077350395,0.598138971,0.035604411
0,0.242790962,0.848066673,7450000000.0,0.386945345,0.110741603,0.000321767,0.058173712,0.002501361,0.1177801,0.316385763,0.039633912,0.612856828,0.034020764
0,0.209227569,0.847822889,7080000000.0,0.38072352,0.121474136,0.000155342,0.045001986,0.00243671,0.120215895,0.320188019,0.024026344,0.5932989,0.03074771
0,0.224071098,0.848012336,7500000000.0,0.380676949,0.102276506,0.000175978,0.040820129,0.00235972,0.119745731,0.313864593,0.017254188,0.60638691,0.037067902
0,0.218020233,0.848009536,6370000000.0,0.38296822,0.076790519,0.000153432,0.07582783,0.002362238,0.110933234,0.316631514,0.018003843,0.603899532,0.050094454
0,0.214616621,0.848153609,6530000000.0,0.381431392,0.091483508,0.000135662,0.008564297,0.002342756,0.121198462,0.313484477,0.004749205,0.600423621,0.041745616
0,0.248558192,0.848099648,6480000000.0,0.382530457,0.122532273,9950000000.0,0.030156679,0.00286967,0.125958186,0.314506816,0.02167915,0.605964505,0.030449535
0,0.217642054,0.848026794,5580000000.0,0.381384822,0.108232306,0.000216104,0.065216898,0.002271908,0.117499163,0.314209029,0.038247439,0.603554096,0.034883592
0,0.227001985,0.848017453,6900000000.0,0.381226482,0.085225383,0.000205021,0.088573371,0.002504135,0.110933234,0.314043964,0.029128243,0.604952481,0.044961601
0,0.230689231,0.848022547,8380000000.0,0.3735144,0.113795084,0.000273999,0.071392575,0.002411105,0.118136951,0.31541045,0.027341637,0.60401088,0.033033209
0,0.233336485,0.848023817,7390000000.0,0.384132484,0.090304441,4620000000.0,0.076089287,0.002540998,0.110933234,0.311882229,0.022641206,0.609878238,0.042311317
0,0.236078283,0.84805038,8180000000.0,0.378981782,0.120264837,9590000000.0,0.088459153,0.002369732,0.116243129,0.31484282,0.021524912,0.609228199,0.031086523
0,0.219060225,0.8481148,6010000000.0,0.38020193,0.104785803,0.000300176,0.0977783,0.002284704,0.110933234,0.308578734,0.039278102,0.60074718,0.036123352
1,0.209794838,0.847841382,0.000112821,0.335130956,0.189739094,9840000000.0,0.181505959,0.002157516,0.11364835,0.317125351,0.045353716,0.597630934,0.018387382
0,0.264630803,0.848006924,6990000000.0,0.381533847,0.102488134,0.000139865,0.029772314,0.003279774,0.121564365,0.314080179,0.019847845,0.604954088,0.036994997
0,0.25961993,0.84798182,6720000000.0,0.378329794,0.115276476,0.000104708,0.044196766,0.0029817,0.12102528,0.313763928,0.026425735,0.603366056,0.032564028
0,0.215372979,0.84797795,6700000000.0,0.376010581,0.102790459,0.00012821,0.043786843,0.002398532,0.118535113,0.3250499,0.013913218,0.600383737,0.036874447
0,0.201853077,0.848001348,6650000000.0,0.383936888,0.150648487,0.000165278,0.050407504,0.002117625,0.123454443,0.318860947,0.017273728,0.600638662,0.02413103
0,0.229554694,0.847975668,6090000000.0,0.385790395,0.119116002,8710000000.0,0.054212162,0.002405116,0.119766539,0.316452405,0.022464074,0.602928199,0.031418388
0,0.224260187,0.847978761,6440000000.0,0.37983868,0.040360371,0.000163941,0.029355542,0.002579228,0.110933234,0.31657681,0.011635663,0.601332076,0.094424795
0,0.216602061,0.848033805,5560000000.0,0.377882717,0.126976449,0.0001584,0.03134023,0.002253722,0.12455245,0.316157643,0.008939957,0.597890875,0.029278076
0,0.210456651,0.847919918,6030000000.0,0.376476286,0.09964628,0.000333614,0.086150439,0.00207119,0.113706749,0.31758702,0.039147413,0.59377742,0.038118745
0,0.232296492,0.847964786,566000000.0,0.381431392,0.064788221,0.000192028,0.053589102,0.002489269,0.110933234,0.31823836,0.014284773,0.598950802,0.059538839
